type,title,description,qualifications,postedQuarter,postedDate,is_suitable
Full Time,073 ft Research Engineer,"Kitware, Inc. is a small software company seeking talented software professionals to join our growing team.   Kitware develops and maintains open-source software such as VTK, ITK, CMake, and ParaView. Commercial products include VolView, ActiViz/COM, technical documentation, textbooks and training courses.  

Kitware is currently seeking job applicants with demonstrated skills in medical image analysis, project management, and/or GUI development. Candidates must show initiative, flexibility, and the focus necessary to deliver quality software (both open source and proprietary code). 

Qualified candidates will work with leaders in the field on cutting edge problems in a variety of research and development application areas.  Our customers include the US National Labs, the National Institutes of Health, commercial medical and pharmaceutical companies, universities and many other high-technology businesses. 

Kitware offers significant growth opportunities, a friendly work atmosphere, and full benefits including participation in a profit sharing plan, six weeks total personal time off, health and dental benefits, and a 401(k) plan with company contributions.  Our work environment fosters fun, personal integrity, commitment to excellence, and rewards high-performers.  

Intern and summer positions are possible, but full-time positions are preferable. Full-time positions are open in both the Clifton Park, NY and Chapel Hill, NC offices.

Kitware is an equal opportunity employer.","Applicants must have experience in C++ software development, 3D graphics, image processing, visualization and/or scientific programming and must demonstrate initiative, flexibility, and the focus necessary to deliver quality software.  Both entry-level candidates who are proficient in C++, as well as experienced applicants are encouraged to apply. 

Experience using ITK, VTK, ParaView or CMake is a definite plus.  If you have used these programs please incorporate them into your resume.

Desired skills for senior-level candidates include:
&#149; parallel processing
&#149; grid computing
&#149; scientific visualization
&#149; image processing
&#149; volume rendering
&#149; software development
&#149; user interface design

Permanent resident status is desired, but not required.",12/14/54,3/5/08,1
Full Time,Stanton & Company - Assistant to the CEO/Office Manager in LA (via WayUp),"Assistant to the CEO:

- Arrange/manage travel arrangements for CEO

- Manage CEO;s calendar events for Founder/CEO

- Maintain organization of CEO;s files, expenses, and receipts providing expense reports and supporting documentation to the Director of Finance/HR

- Handle admin and personal tasks for CEO (errands, planning, organizational, etc.)

- Support CEO on key accounts, taking notes and handling follow-up in key meetings/calls

- Support CEO on special projects, handling research, project management, tracking and follow-up as needed

Office Manager:

- Supervise and coordinate administrative and housekeeping duties 

- Handle ordering and distribution of office supplies

- Work with IT resources to manage the setup and maintenance of all IT/office equipment and troubleshoot related issues

- Lead internship program, handling all recruiting and onboarding activities as well as the day-to-day supervision and management","- Excellent communication, organizational and project management skills

- Strong prioritization skills

- A self-starter

- Curious and proactive with a strong desire to learn and consistently take on additional responsibility

- A good listener and observer

- Strong knowledge of MS Office, including Word, Excel, PowerPoint, and Outlook

- Bachelor;s Degree

- A passion for Stanton & Company;s mission and a desire to grow with an ever-evolving and exciting company",3/13/55,11/29/16,1
Full Time,112 ft Software Engineer,"APTEC, LLC, a leading technical consulting firm provides services to improve insight into business operations, mitigate risk, and enable organizations to increase their growth capacity.  Our proven four-phase delivery methodology facilitates the design and implementation of Oracle Fusion Middleware and Data Security solutions.  APTEC;s Fusion Middleware practice focuses on delivering Identity Management (IdM;), Service-Oriented Architecture (SOA;) solutions, Data Security solutions, Role management solutions, Entitlements Server solutions and Governance Risk and Compliance GRC solutions.
The firm;s vertical industry expertise spans over a decade of consulting and project integration experience in a myriad of sectors including: Higher Education, Federal Government, Financial Services, Insurance, Manufacturing, Media and Entertainment, Pharmaceutical and Small and Medium Business.   
APTEC offers a comprehensive benefits program including medical, dental, flexible spending and 401(k) plans, competitive salaries, three (3) weeks paid vacation per year to start, and a truly unique opportunity for career advancement.

Primary responsibilities include:

Learn the following products
Participate in the APTEC training to learn the following products: Oracle IdM solution suite [Oracle Identity Manager (OIM), Oracle Access Manager (OAM), Oracle Adaptive Access Manager (OAAM), Oracle Enterprise SSO, Oracle Virtual Directory (OVD)], Governance Risk and Compliance - GRC tools, Role Management Tools, Data Security tools
Project Delivery
Work as part of an on-site project delivery team with internal and client-based project team members. 
Technical team member for IdM implementations featuring the Oracle IdM solution suite [Oracle Identity Manager (OIM), Oracle Access Manager (OAM), Oracle Adaptive Access Manager (OAAM), Oracle Enterprise SSO, Oracle Virtual Directory (OVD) and others]
Deliver assignments on time


Required Experience and Skills:
A Bachelor;s degree or Graduate Degree 
One or more programming languages such as JAVA/J2EE, .NET, VBScript, JavaScript, C++, or Perl 
One or more application servers such as Oracle Application Server, IBM WebSphere, BEA WebLogic, or JBoss
Experience with relational DataBase;s such as Oracle (10g, 11g), SQL Server (2005,2008), or other relational databases and experience with SQL scripting language
Expertise with both Windows and UNIX/Linux platforms
Experience with one or more Web servers such as Apache, Oracle HTTP Server, IBM HTTP Server, IIS
Will need to learn new skills and new technologies as required
Ability to work in a fast-paced environment
High level of self-motivation and maturity
Effective communication skill written and verbal
Able to understand and implement functional specifications for customizations required for IdM project implementations 

&#226;&#128;&#131;

Desired Experience and Skills:
Advanced degree such as MS/MA, MBA, etc.
Proficiency with Active Directory
Proficiency with LDAP (SunONE Directory, Oracle Internet Directory, OpenLDAP, etc.)
Proficiency with Microsoft Exchange and other Microsoft technologies (i.e. SharePoint)
Proficiency with Java development
Proficiency in Windows .NET development (C# and VB.NET)
Proficiency with ANT scripts
Proficiency with PL/SQL
Proficiency with Oracle Database 10g or later

Travel Requirement:
95-100% depending upon home and project location","JAVA, SQL, Identity Management a plus, LDAP, Active Directory, WebServices, Unix/Linux",1/23/55,12/21/11,1
Full Time,104 ft Instructional Designer III - LP,"Job Purpose
The Instructional Designer III is responsible for designing and developing instructionally sound content for both classroom-based (Instructor-led) and e-Learning modalities, as well as reviewing the work of other IDs. The ID III will lead key project events and work on projects of the highest scope and complexity.

Job Responsibilities

&#194;&#183;Content Development: 
Analyze, evaluate, design, and author new instructional content, or create derivatives of existing content (instructional text, assessments, activities, metadata, etc.) in Element K;s proprietary toolset or other tools as specified by project requirements. Work with Learning Products managers and Element K creative staff, and potentially work with outside clients and customers, to understand project requirements and develop within these parameters. Develop performance-based objectives and create design documents. Conduct independent research to write content and work with internal or external subject matter experts and business matter experts to verify and revise content to ensure accuracy. If appropriate, establish software, hardware, and class setup requirements for content. Verify, modify, or create data files and instructional examples. Perform administrative tasks to prepare content for online and ILT delivery and downstream tasks. 
Assist in development of visual components for ILT and online by producing storyboards and narration documents, generating screen images, and providing draft graphic concepts for illustration development.  Guide collaboration discussions for visual components. Review the work of other IDs. Work with Creative Services team and Graphic Designer to establish graphical style for new product line development. Develop proofs of concept or prototypes of new products.

&#194;&#183;Leadership: 
Document changes to process, tools, or implementation of instructional design model or visual style guidelines. Train other IDs on process, tools, subject matter, implementation of instructional design model and visual style guidelines. Mentor less experienced IDs. Make recommendations on how to accomplish department goals and objectives given limited or insufficient resources.

&#194;&#183;Events: 
Attend and lead or actively participate in internal project-related events and meetings.
Perform miscellaneous tasks such as resolving defects, supporting vLab authoring, evaluating third-party content, creating certification and content mappings, and creating documentation and process updates.  Document new processes, procedures or other information.

Key Challenges
&#194;&#183;Meeting challenging deadlines and aggressive timelines while achieving or exceeding project requirements and quality expectations.
&#194;&#183;Collaborating and developing in a team environment, and keeping open lines of communication with all members of the project team.
&#194;&#183;Working with ambiguity and, sometimes, conflicting requirements.
&#194;&#183;Taking proactive steps to anticipate and resolve issues.
&#194;&#183;Working independently to achieve project goals within an atmosphere of rapid and constant change.
&#194;&#183;Working with technical or complex content.
&#194;&#183;Working with limited hardware and software resources.
&#194;&#183;Receiving and applying regular constructive feedback.
&#194;&#183;Interpreting and applying Element K;s instructional design principles within the context and constraint of a given project to meet timelines and project business requirements.

Knowledge and Skills:
&#194;&#183;Ability to think and write creatively within Element K style guidelines1
&#194;&#183;Mastery of basic grammar and punctuation principles.
&#194;&#183;Proficient with multiple technologies or subject matter areas.
&#194;&#183;Excellent time management skills.
&#194;&#183;Ability to learn new processes and tools.
&#194;&#183;Excellent verbal and written communication skills.
&#194;&#183;Ability to maintain composure in a variety of situations.
&#194;&#183;Ability to identify and solve problems.
&#194;&#183;Ability to write clear and succinct performance-based curriculum and / or design specifications.
&#194;&#183;Competence in XML-based or other structured authoring environment.
&#194;&#183;Excellent attention to detail.

Education and Experience:
&#194;&#183;BS/BA in Business, English, Instructional Design, Instructional Technology, Communications, Education, or related field is preferred, or equivalent knowledge and experience is required.
&#194;&#183;Minimum of 4 years experience in publishing, writing, education, training, web development, journalism, and/or instructional design experience.
&#194;&#183;PC user proficiency, specifically with Windows, MS Word, MS Excel and MS Power Point.  Experience with XML-based authoring tool or other tagged development tool preferred.

Work Requirements:
&#194;&#183;Potential for occasional travel.

Element K is an Equal Opportunity Employer.",,1/15/55,7/22/11,1
Full Time,Data Analytics Consulting Analyst / Associate,"Company Description

The Kini Group (TKG) is an integrated software, analytics, and strategy consulting firm that enables companies of all sizes to achieve their pricing and gross margin improvement objectives more effectively.

Our approach combines traditional strategy consulting with a blend of proprietary metrics and frameworks, software, insightful analytics, and creative problem-solving to help businesses achieve their bottom-line goals. Our working model differs significantly from consulting firms: we provide both strategic guidance and implementation support, working with client teams in a joint effort to achieve profit growth.

TKG offers unique benefits, including the ability to work from home, flexible hours, and unlimited vacation.  As a 100% virtual office, TKG welcomes candidates located anywhere in the continental US.

Founded over 15 years ago and led by former McKinsey consultants, TKG has successfully completed over 100 engagements.  Please learn more about our company and team here.

TKG is also considering qualified resumes to fill open positions for an Engagement Manager and a Senior Analyst.

Position Description

The Associate will work closely with the CEO, Principals, and VP of Analytics of The Kini Group and members of client teams ranging from Fortune 500 companies to private-equity sponsored portfolio companies on profit improvement engagements.  Given the size of the firm, this Individual will also have a unique opportunity contribute to a variety of other high-value internal initiatives, characteristic of a small and rapidly growing firm.

The Associate will be responsible for managing and executing a broad range of client engagements ranging from data management and business analysis to change management and execution planning.

Responsibilities

Ultimately, the job of the Associate is to think like a seasoned business adviser on all topics of business analytics, to execute the development of data-driven insights and recommendations to clients of various sizes, complexity levels, and industries.  Specific responsibilities include:

Performing project-related business analysis in a variety of tools including Microsoft SQL Server, Access, and Excel, and our proprietary Kini Metrix software solution
Developing actionable insights based on robust, data-driven analysis, as well as qualitative input and external market research, as needed
Codifying recommendations and findings from the teams work by developing high-quality, story-lined PowerPoint presentations
Managing external client teams to accomplish project engagements on time
Presenting his/her work and recommendations to client senior management teams
Success Criteria

The Associate will be measured on the quality of analysis, recommendations and client relationships. Key success criteria include:

High quality analysis and creative problem solving skills.
Clear, actionable recommendations based on sound analysis and business sense.
Collaborative and productive client relationships based on mutual respect and trust.
Positive sentiments from clients on the quality of the work, insights and recommendations.
A self-starter who can responsibly and reliably deliver end products independently, working at client sites up to 2-3 days a week (and remotely otherwise).
Flexibility, adaptability, and willingness to take on new roles as the company grows and evolves.
Passion for entrepreneurship.
Capability to operate in a 100% virtual environment.
Experience and Qualifications

The firm is seeking an individual with at least 23 years work experience in consulting or business analytics, either pre or post MBA. Other relevant experiences in quantitative analysis will be considered. The position is an opportunity for an individual who is seeking an entrepreneurial alternative to a position with a large consulting firm. It is designed to give a strong candidate a truly remarkable opportunity in skill set development in a relatively short period of time.

Expertise in business analytics and database applications (specifically Microsoft Excel, PPT, and either Access, SQL Server, or another programming language).
At least 2-3 years of work experience in an analytical field.
Bachelors or Masters degree in an Engineering discipline, or Computer Science.
Skills

The Associate position requires a combination of analytics and client management mindset, with the most important aspect being to think client first. In essence, the Associate must be empathetic toward the pain points of our clients and work with them to develop measurable and impact solutions. Specific skills required include both analytical prowess as well as project management capability:

Proven analytical skills, with a passion for problem solving.
Fluency in Excel and either Microsoft SQL Server or Access.
Good working knowledge of basic statistical modeling (e.g., regression analysis).
Management skills to manage key deliverable, clients, and deadlines.
Project management skills to define and manage a set of goals that require diversity of clients, data sets, and business problems.
Proven track record of balancing client relationships and collaboration with key deliverable and deadlines.
The ability to think creatively, intuitively understanding what the client needs to know and how they want to consume that information.
Clear articulation of the business goal behind all analysis and activities.
Excellent written and oral communication skills.
A passion for new technology and tools.
A willingness to embrace change and to adapt strategies on the fly.
Interested candidates should submit a resume and cover letter via our careers page.  Please include a short description of your experience with either Access, SQL Server, or other programming experience in your cover letter.","The firm is seeking an individual with at least 23 years work experience in consulting or business analytics, either pre or postMBA.  Other relevant experiences in quantitative analysis will be considered. The position is an opportunity for an individual who is seeking an entrepreneurial alternative to a position with a large consulting firm. It is designed to give a strong candidate a truly remarkable opportunity in skillset development in a relatively short period of time.

Expertise in business analytics and database applications (specifically Microsoft Excel, PPT, and either Access, SQL Server, or another programming language).
At least 2-3 years of work experience in an analytical field.
Bachelors or Masters degree in an Engineering discipline, or Computer Science.",3/17/55,4/17/17,1
Full Time,Implementer (Management Consultant),"Unlike traditional consulting firms that just advise and counsel clients on what needs to be done, Realization puts theory into practice.  Our company works with a variety of customers in a variety of industries to tackle the business problem that every single organization experiences:  Execution!  

Realization offers the first successful solution for efficient and reliable delivery of projects. Recipient of the prestigious 2006 Franz Edelman Award and Chief of Staff Team Excellence Award for our work with Warner Robins Air Logistics Center, we have helped organizations increase speed and efficiency in new product development, engineer-to-order manufacturing, construction, maintenance, repair and overhaul and other project based operations. We are proud of the results our customers get: more sales and profits by doing more projects faster.

We are currently seeking Senior Implementers.  As a Senior Implementer at Realization, you will get to work with customers in their environments and learn a variety of businesses in a short amount of time.  You will engage yourself in the disciplines of consultant, engineer, and management professional.  

Anyone can get a desk job.  How many people can say they work for a progressive organization that is impacting the way businesses operate at the very core?  Be the excitement.  BE THERE!!!!!!!!

Job Title:  Implementer

Responsibilities:


Specific responsibilities include:

Solution Setup (creating project plans, performing schedule analysis, documenting management processes, defining detailed roles and responsibilities).

Progress Reporting (providing semi-weekly updates to Project Manager on project progress). 

Software Training and Coaching for all users, and for clients internal trainers.","MS or MBA with an Engineering undergraduate degree.  Preferred engineering disciplines:  Industrial Engineering / Operations Research / Operations Management, Mechanical Engineering, Engineering Management, but other engineering disciplines are considered.

0-3 years prior experience in manufacturing, construction or engineering operations desireable. 

Excellent interpersonal, communication and problem-solving skills. Strong aptitude for software (must be software savvy). 

We need people who have a passion for achieving extraordinary goals, thrive on rolling up their sleeves to get the work done, and possess excellent interpersonal and persuasion skills. 

If you think you possess the qualities mentioned above we would love to hear from you.",1/5/55,7/7/10,1
Full Time,"Fulltime - Field Service Engineer II (Syracuse, NY)","Mitsubishi Electric Automation, Inc.

Equal Opportunity Employer:

Mitsubishi Electric Automation, Inc. (""MEAU"") is committed to the employment and advancement of minorities, females, individuals with disabilities, and veterans. We are an equal opportunity employer and do not discriminate in hiring or employment on the basis of race, color, religion, sex, national origin, ancestry, citizenship status, age, marital status, disability, veteran status, sexual orientation, genetic information or any other characteristic protected by applicable law. If you'd like more information about your EEO rights as an applicant under the law, please click http://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm

Accessibility:

MEAU is committed to working with and providing reasonable accommodation to individuals with physical and mental disabilities to the extent required by federal law and any state law where a particular employee works.. If you need assistance in filling out the employment application or require an accommodation while seeking employment, please e-mail applicantsupport@meau.com. We will provide you with assistance in completing the application and make a determination on your request for reasonable accommodation on a case-by-case basis.


Tracking Code
399-966

Job Description


At Mitsubishi Electric Automation, Inc. (MEAU), we've built a tradition of technological leadership and innovation. Join our team of smart, dedicated, technical experts as a Field Service Engineer, supporting the Eastern Region. In this role, you'll provide superior on-site product and application support to help our customers increase their machine UPTIME. Additionally, you will be provided with a company vehicle and have the flexibility of working from your home office to support the assigned region. Travel is based on customer demand, primarily within the Eastern Region: NY, PA, NH & MA.

Position Duties and Responsibilities:

Provide technical service and support to our customers, including: MTBs, dealers, and end-users, via:
oOn-Site service at customer facilities using learned knowledge and experience of electro-mechanical assemblies, system operations, programming, and diagnosing of equipment problems
oIn-House telephone support using an automated call distribution network (ACD) with heavy call volume maintaining department goals for time to answer and total log-in time
oCommunicate with customers in e-mail, on-line chat and internal technical forums
Diagnose equipment breakdowns where knowledge of machinery and other automated systems is used to maintain customer UPTIME
Install components and solutions offered by Mitsubishi Electric Factory Automation where knowledge of programming, calibrating, tuning, rebuilding and maintaining customer's equipment in the field is being utilized
Support the in-house systems for diagnostics such as simulators, programming systems, tools, etc.
Present and sell customers our value added services (VAS) to help accomplish their UPTIME goals; CloudCNC, extended warranties, optional functions, machine tuning, control upgrades, training, etc.
Promote the sales of spare parts to customers which would further assist in their machine UPTIME
Determine, order, and replace parts as necessary while maintaining the consignment inventory account by following up on the defective and unused parts returns
Enter all technical claims, service activity, follow ups, and other customer related inquiries into SAP, while maintaining data integrity
Support the business operations, including:
oParticipating in company training programs whereby passing with satisfactory levels
oCreate and/or update technical documentation
oFeedback areas of improvement in design to Technical Support Engineers
oFeedback to management for newly found issues
Follow up on performed service calls and open technical support claims using established database via company phone and e-mail systems
Cooperate with and take instruction/support advice from Senior Engineers


Travel Requirements

50-80% travel based on customer demand, primarily within the assigned region: NY, PA, NH & MA.


Required Skills

BSEET or equivalent related experience
Minimum of 3 years of experience in field service for industrial automation
Ability to sell value added services to customers
Knowledgeable on electrical and mechanical tools for machine repair
Mechanical aptitude
Hands-on knowledge of volt meters, oscilloscopes, and other test / measuring equipment
Ability to read and understand technical documentation: schematics, logic, procedures, etc.
Strong verbal and written communication skills to communicate with and maintain effective relationships with customers and colleagues
Organization skills for arranging travel plans and service call schedule
Ability to travel by car and plane to on-site service calls
Ability to be ""on call"" to meet customer's service needs as they arise
Ability to perform a hands-on role in an industrial environment, including but not limited to: wearing of proper safety attire, maneuvering into tight locations, occasional heavy lifting and carrying, standing on hard surfaces, and knowledgeable on electrical and mechanical tools for machine repairs
Team orientation
Computer proficiency - knowledge of MS Office (Outlook, Word, Excel)
Customer focused



Beneficial Education, Skills and Experience

Experience in Computerized Numeric Controls (CNC's) products preferred
Experience in motion controllers (AC and DC) and programmable logic controllers (PLC's) a plus
Experience in field service a plus



To attract and retain enthusiastic and dedicated professionals, we offer a competitive compensation and benefits package, including 401K matching. We also offer benefits that can't be measured in monetary value. For example, At MEAU you'll work in a team-oriented environment with people who enjoy coming to work every day. You'll be able to create a clear career development path through our in-house learning and development program. You'll have the opportunity to give back to your community in company-supported charitable events. And, have the confidence that comes with working for an industry leader that's growing year over year and is an affiliate of Mitsubishi Electric Corporation, a $40 billion company.

Do you share our passion for innovation, commitment to excellence and enjoy building strong, respectful customer relationships but don't feel this opportunity is right for you? Sign up for our job alerts!  You'll be notified of new positions (https://us.mitsubishielectric.com/fa/en/about-us/careers) as they become available and choose the best fit for your background.

Required Experience

BSEET or equivalent related experience
Minimum of 3 years experience in field service for industrial automation



Job Location
Syracuse, New York, United States

Position Type
Full-Time/Regular


Apply Here: http://www.Click2apply.net/gd62pmzfkhfqs9dc

PI97241123",,3/17/55,3/21/17,1
Full Time,SAP Junior De-Escalation Architect,"Do you demand the best from your professional career? Are you inspired by excellence? At SAP, you will have the power to make a real impact. As the global market leader for business
software, SAP helps companies and organizations in more than 25 industries to run better.

PURPOSE AND OBJECTIVES
The Mission Critical Backoffice provides SAPs customers in critical situations with a comprehensive end to end support. The prime objective for the Backoffice is to business
continuity in critical situations. Using a world class infrastructure the Mission Critical Backoffice ensures 365 x 24 coverage with a seamless transition between the different locations.

As a De-Escalation Architect, you will analyze IT solutions for our international customers conducting root cause analysis of technical and functional problems, design solutions and
workarounds. As an interface between customer, SAP development and other SAP lines of business the De-Escalation Architect has the responsibility to develop and drive a suitable
action plan based on thorough technical analysis and communicate it to IT managers and executives.

For this role we are looking for passionate people with excellent technical and communication
skill. This role provides you opportunities to work with a variety of SAP products and
technologies in all industry segments. As a member of a key differentiator SAP Active Global
Support a De-Escalation Architect has opportunities to work with a broad range of customers
and products.

EXPECTATIONS AND TASKS
Your area of responsibility will extend to performance and availability analysis of complex SAP systems. You will be working with brand new software technologies, in particular SAP HANA
and SAP Mobility.

Your task will be to analyze customers systems for customers in mission critical situations as
well as technical problem areas in complex systems, identify issues and bottlenecks, and come
up with solutions.

To meet the challenging requirements, you should be a quick learner with strong analytical skills. You should also be creative, open minded and possess the ability to communicate and
convince others based on technical facts and details.

As part of a global team you will be working closely with SAP Development and the global SAP Support Centers to assist our customers in an optimal way and to find appropriate solutions. We
perform our analyses either on site at our clients locations or remotely from the Service and
Support Backoffices.

Through our SAP Support internal training program and ""on-the-job training, youll get the ideal
preparation and knowledge you need for a successful start and integration into our team.

EDUCATION AND QUALIFICATIONS / SKILLS AND COMPETENCIES
 At minimum a Bachelors degree in math, sciences or engineering.
 Experience in programming languages (C, C++).
 Ability to work independently and take ownership of assigned tasks
 Excellent oral and written communications skills in English, with the ability to manage and
interact with all levels of working hierarchy.
 Willing to travel to SAP customers worldwide. Occasional weekend work may be required.

WORK EXPERIENCE
Excellent research, analysis, and problem solving skills
Knowledge of working with business, management, and technology concepts.
0-2 Years of work experience

SAP'S DIVERSITY COMMITMENT
To harness the power of innovation, SAP invests in the development of its diverse employees.

We aspire to leverage the qualities and appreciate the unique competencies that each person
brings to the company.","""See job description""",2/3/55,3/22/13,1
Full Time,"113 ft Emerging Leaders Program, Information Technology Track","This career track is well suited for computer science, computer engineering, and information systems majors.  To be eligible for the Emerging Leader Program you must have a minimum cumulative GPA of 3.50 in your undergraduate studies, and at least a 3.50 cumulative GPA in any graduate studies.  A college degree is required for the program. 

Are you graduating with a technical degree, but looking for a company that will help develop you into a business leader?  If you answered yes, then our Emerging Leaders program may be a great place for you to launch your career. 

As an Emerging Leader in the Information Technology track, you'll make real contributions to GEICO's bottom line, while interacting with senior executives and associates at all levels.  This highly selective program will teach you the ins and outs of our industry-leading company.  We'll support your professional development while you gain hands-on technical and management experience. 

During this three-year program, you'll learn our business by working on projects, attending business meetings, leading teams, and rotating through our Information Services, Systems Operations, and Internet Business departments.  Projects you could work on include database upgrades and business analyses, development and design, new application rollouts, data migration and project management. Technologies we currently use include Java, C++, VB.net, Oracle, UNIX, J2EE and SQL. 

When you finish your program, you'll be ready for a future with enormous potential!  Our goal is to place you in a position of significant responsibility within the technology-operations of our company.
Candidate Qualifications
*     Bachelor's degree in computer science, information systems or related field 
*     Master's degree and MBA graduates are encouraged to apply 
*     At least a 3.50 overall GPA in undergrad and graduate studies 
*     Very good analytical and problem-solving skills 
*     Effective written and verbal communication skills 
*     Demonstrated leadership experience 
*     High level of dependability 
*     Desire to one day become a manager 
*     Willingness to relocate 
*     Permanent U.S. work authorization
",,1/24/55,3/16/12,1
Full Time,Career Internship,"The Missile Defense Agency (MDA) will be hiring 59 entry level career interns in 2009 in various career fields. Do you want to work for a company that offers stability in today&#146;s world and helps you evaluate your career path as well as provide opportunities for professional and personal growth?  How about working for a company that actively advocates work-life balance for its employees?

If your answer is YES to these questions &#150; MDA should be your choice!",,,,0
Full Time,AZFSM Automation Intern - Intel,"In this position, you will be a Fab 12 or 22/32 automation intern, you will be responsible for sustaining and continuous improvement on a specific toolset/product/program. You will also be responsible for executing experiments, completing tool error and/or excursion reduction, participating in task forces, managing equipment upgrades, cost reduction, and/or technician training and/or certification. Job assignments are for the summer session.","You must be a student currently pursuing a Bachelor's degree, a Master's degree, or a Ph.D. from an accredited college in computer sciences. Additional qualifications include:


Must have demonstrated problem solving skills and be willing to work in a team environment


Must have demonstrated time management skills and be able to communicate results with multiple levels of the organization


Must have demonstrated flexibility skills


Knowledge of statistics, data analysis and engineering analysis tools (JMP*) would be an added advantage",12/4/54,12/6/06,0
Full Time,092 ft Research Associate,"We currently have a Postdoctoral Research Associate position available. This is a third party recruiter.

Job Scope:
Full time contract opportunity - 2/2010 thru 12/2011
Medical Benefits, Vacation/sick time, 401k...
 
Qualifications:
1) In vitro molecular biology skills (cell culture) w/preference kidney cells/kidney background and some in vivo animal research experience (w/preference to rodent/rat/renal function experience) or strong interest and evidence of ability to develop in vivo research experience; 
OR
 2) In vivo animal physiology, pharmacology or toxicology skills (e.g. design and conduct studies) w/preference renal physiology, pharmacology/toxicology background and metabolism studies and some in vitro molecular biology research experience (w/preference to cell culture, renal cell experience) or strong interest and evidence of ability to develop in vitro research experience. Office (internet, document processing, data handling and presentation preparation) and laboratory computer (data collection, analysis, graphing) required.

Responsibilities:
1) Primary Objective (must deliver) In consultation with  representative to CPI Preclinical Safety Testing Consortium (PSTC) Nephrology Working Group (NWG) design, agree, conduct, analyze samples and date and report in vivo animal studies to expand and extend understanding, utilization, interpretation, and benefit-risk of new urinary biomarkers to DETECT drug-induced kidney injury (DIKI), starting with those biomarkers previously agreed by FDA valid for use in rats. 

2) Secondary Objective In consultation with supervisor and collaboration with  Renal Safety Science Working Group, translate knowledge gained from in vivo urinary biomarker science directed to DETECT DIKI and apply design, develop, conduct, analyze samples and data, and report new in vitro models and higher through-put screening tools useful to PREDICT DIKI potential of new compounds (e.g. prior to in vivo testing).",,1/3/55,12/15/09,0
Full Time,Director of Software Development,"As a Director of Software Development, youll manage a team of Software Architects, Engineers, and Analysts in the analysis, design, development, implementation, evaluation, monitoring and support of new and existing systems-related projects or activities utilizing multiple platforms.  Consult with business area management regarding technical alternatives or enhancements that are consistent with business strategy or industry maxims, interact with systems users, and architect software solutions. Candidate must be a hands-on technical leader capable of designing and implementing systems.

Responsibilities:

Manage the tasks and resources of the Software Engineering Team (internal or external supplier).
Lead the process definition with the software quality manager, define the product architecture, and lead the tool selection for the software team.
Interpret critical business requirements and translate into detailed software specifications.
Hire, grow, and develop talented software team engineers or manage an external supplier to successfully deliver a quality product on time.
Responsible for the software team budget and tracking.
Provide/review budget and schedule estimates for change requests/quoting activity.
Manage the development of software requirements.
Provide technical leadership, project management, and team leadership for their team.
Manage or provide technical direction to engineers, suppliers, and support personnel.
Actively manage risks to provide on time delivery of the software products.","A Bachelor of Science Degree in Electrical Engineering or Computer Science, a Master Degree, or a PhD; or equivalent experience is required.

Proven ability to work on assignments that require data evaluation, recommendation development, and decision making.

Experience managing multiple projects and people acting as a technical lead.",1/22/55,11/8/11,1
